 Nº SABO ;N° TMS;Descripción;Aplicación;MARCA;PRECIO LISTA;;
84616;84616;Junta multiple de escape;Motor GM 1.0L  EFI / MPFI - Corsa / Celta (94/05) - Motor GM 1.4L  EFI / MPFI - Corsa / Celta (94/05) / Cobalt (12/16) / Montana (15/...) - Motor GM 1.6L / 1.8L  EFI / MPFI - Corsa / Meriva / Montana (95/05) / Cobalt 12/...) / Spin (12/...) - Motor GM 1.0L 8V / 1.4L 8V SPE/4 Novo Prisma (13/...) / Onix (12/...) - Motor Fiat 1.8L  MPFI - Stilo / Palio - Alcohol / Gasolina / Flex;GM;3.411,92;;
16111FPS;84630;Junta multiple de admisión;Motor GM 1.8L / 2.0L / 2.2L 8 válvulas EFI / MPFI - Monza / Kadett / Ipanema 1992 a 1996 / Omega 1994 a 1998 / S10 1995 a 1998 / Vectra / Astra 1994 a 1996;GM;3.854,50;;
10921F1;84708;Junta multiple de escape;Motor GM 1.6L / 1.8L / 2.0L / 2.2L - 8 válvulas - Monza / Kadett / Ipanema / Omega / S10 / Vectra / Astra / Zafira - 1982 a 2005;GM;3.572,85;;
84710;84710;Junta multiple de escape;Motor Ford Endura 1.0L / 1.3L - Fiesta / Ka / Courier 1996 a 1999;FORD;2.309,48;;
46812F1;84733;Junta multiple de admisión;Motor VW AP 1.6L / 1.8L - Gol / Parati / Saveiro / Santana / Quantum 1996/... - Motor VW AP 2.0L 1988/... (Sólo MPFI) - Motor VW 1.5L / 1.6L - Passat / Voyage 1974 a 1985;VW;828,83;;
46512F2;84734;Junta multiple de admisión;Motor Ford / VW AP 1.6L / 1.8L / 2.0L - Gol / Voyage / Parati / Saveiro / Apollo / Logus / Pointer / Passat / Santana / Quantum / Escort / Del Rey / Belina / Royale / Verona / Pampa / Versailles - Hasta 1995;FORD;1.923,22;;
48623F;84752;Junta multiple de admisión;Motor MB OM 364 / 364A / 364LA / 366 / 366A / 366LA;MB;989,78;;
84786;84786;Junta de colector de escape ;- Ford - Motor Sigma - 1.5L/1.6L 16V;FORD;2.864,72;;
46808F;84801;Junta de la brida de escape;Motor VW 1.6L - Voyage / Passat / Parati - Motor VW AP 1.6L / 1.8L / 2.0L - Gol / Voyage / Parati / Saveiro / Apollo / Logus / Pointer / Passat / Santana / Quantum - Motor Ford AP 1.6L / 1.8L - Escort / Royale / Verona / Versailles - Motor Ford / VW AE 1.0L / 1.6L - Gol / Voyage / Parati / Saveiro;VW;2.092,21;;
84815;84815;Junta de colector de escape ;Motor EA 211 1,6L 16V 4CIL./UP,CROSS UP,FOX,GOLF,POLO,VIRTUS,VOYAGE;VW;1.110,48;;
84840;84840;Junta de colector de escape ;Motor MB Bluetec OM 457 LA , Bluetec 5 OM  457 LA  Bluetec 5 OM 460LA ;MB;2.148,54;;
84934;84934;Junta de colector de escape;Motor DURAMAX 2.8L 16v - Diesel - Vehículos: S10 /TRAILBLAZER;GM;15.739,87;;
84950;84950;Junta de colector de admisión  ;Motor  MWM  X10 4/6 CILINDROS ;MWM;1.263,37;;
84951;84951;Junta de colector de escape ;Motor  MWM  X10 4/6 CILINDROS ;MWM;1.078,29;;
84953;84953;Juego de anillos de camisa ;Motor MWM X10 / X12 4/6 cilindros;MWM;5.834,06;;
84955;84955;Junta de colector de escape;Citröen / Peugeot / Mini - 1.6L 16v THP EP6 TURBO- Vehiculos: Citroën - C4 CACTUS / C4 LOUNGE // Peugeot: 208 / 308 / 408 / 2008 // Mini: Cooper / Paceman;PEUGEOT/ CITROEN;3.146,37;;
85305;85305;Junta radiador aceite (metal /papel);Motor mb om 457/460;MB;11.338,17;;
85390;85390;Junta multiple de admisión;Motor MB OM 447 6 Cilindros / OM 449 5 Cilindros;MB;1.705,96;;
48832FS2;85401;Junta de la tapa de válvulas;Motor MB OM 352;MB;10.951,92;;
48626F;85404;Junta de la tapa de válvulas;Motor MB OM 366;MB;7.765,33;;
48318F;85405;Junta de la tapa de válvulas;Motor MB OM 364;MB;5.858,20;;
46816F2;85406;Junta del carter;Motor VW / Ford 1.5L / 1.6L / 1.8L / 2.0L 1974 a 1996 - Gol / Voyage / Parati / Saveiro / Apollo / Logus / Pointer / Passat / Santana / Quantum / Escort / Del Rey / Belina / Royale / Verona / Pampa / Versailles;VW;8.594,16;;
85410;85410;Junta de la tapa de válvulas;Motor Fiat FIRE 1.0L / 1.3L 16 válvulas - Palio / Siena / Doblò (2000/..);FIAT;7.153,76;;
85413;85413;Junta de la tapa de válvulas;Motor EA 211 1,6L 16V 4CIL./UP,CROSS UP,FOX,GOLF,POLO,VIRTUS,VOYAGE;VW;10.131,13;;
85414;85414;Junta de la tapa de válvulas;VW  MOTOR EA 211/1,0L 12V 3CIL//UP,CROSS UP,FOX,GOLF,POLO,VIRTUS,VOYAGE;VW;8.811,43;;
85606;85606;Junta radiador de aceite (lateral);Motor D13/D13A/D13C380/D13C420/D13C460/D13C500/D13C540 MOD.FH/FM/FMX;VOLVO;85.627,77;;
85607;85607;Junta delenfriador de caeite ;Motor EURO 5 /DC13-SERIE6 2012/... SERIE G/P/R/S;SCANIA;11.402,55;;
84612J;85612;Junta multiple de escape;Motor Fiat Fire 1.0L / 1.3L 8v - Uno / Palio / Weekend / Siena / Strada / Doblò y 1.4L 8v - Uno, Palio, Palio Weekend, Siena, Idea, Punto, Strada, Doblo;FIAT;1.384,08;;
85702;85702;Junta de colector de Escape;Motor Firefly 1.3L 8v 4cils SOHC - Vehiculos: ARGO/CRONOS/PULSE/STRADA/UNO;FIAT;3.500,43;;
85364;85834;Juego de Juntas de Carter;Motor DURAMAX 2.8L 16v - Diesel - Vehículos: S10 /TRAILBLAZER;GM;41.699,38;;
85934;85934;Juego de Juntas de colector de admision;Motor DURAMAX 2.8L 16v - Diesel - Vehículos: S10 /TRAILBLAZER;GM;7.644,62;;
48832EF;86054;Junta de la tapa de válvulas;Motor MB OM 352;MB;6.485,86;;
71626EF;86062;Junta de la tapa de válvulas;Motor MWM D225 / D226 / D229;MWM;901,26;;
59626EF;86095;Junta de la tapa de válvulas;Motor Scania DN / DS / DSC11 - HW 112 / 113;SCANIA;5.930,61;;
16126EF;86154;Junta de la tapa de válvulas;Motor GM 1.8L / 2.0L - Monza / Kadett / Ipanema - 1987 a 1991;GM;1.697,91;;
86209;86209;Junta de la tapa de válvulas;Motor Fiat SEVEL 1580cc - Uno / Premio / Elba / Duna Noviembre 1989...;FIAT;2.043,93;;
86271;86271;Junta del carter;Motor GM 1.0L EFI / MPFI - Corsa / Celta 1994/... - Motor GM 1.4L EFI / MPFI - Corsa / Celta 1994/... - Motor GM 1.6L / 1.8L 8 válvulas EFI / MPFI - Corsa / Meriva / Montana 1995/... - Motor Fiat 1.8L 8 válvulas MPFI - Stilo / Palio / Siena / Palio Weekend / Doblò / Strada / Idea 2003/...;GM;5.479,98;;
86272;86272;Junta de la tapa de válvulas;Motor GM 1.0L EFI / MPFI - Corsa 1994 a 1998 - Motor GM 1.4L EFI - Corsa 1994 a 1996 - Motor GM 1.6L EFI / MPFI - Corsa 1995 a 1998;GM;2.220,96;;
86285;86285;Junta de la tapa de válvulas;Motor Ford Endura 1.0L / 1.3L - Fiesta / Ka / Courier 1996 a 1999;FORD;7.556,10;;
86296;86296;Junta del carter;Motores Fiat Fire 1.0L / 1.3L 16v - Palio / Siena / Doblò (2000/..) y 1.4L 8v - Uno, Palio, Palio Weekend, Siena, Idea, Punto, Strada, Doblo;FIAT;3.967,15;;
95110;95110;Junta del carter; GM AVEO 1,4L 16 V DOHC F14D  //1,6L 16 V DOCH F16DS;GM;9.028,70;;
95112;95112;Junta del carter;Motor Peugeot / Citroen TU5JP4 EC5 -1,6L 16V;PEUGEOT;9.688,55;;
95419;95419;Junta del carter;Peugeot / Citroen motor DW8 1,9 DIESEL;PEUGEOT;8.368,85;;
95434;95434;Junta del carter;Motor VW  AMAROK TDI 2,0L 16 V DIESEL;VW;14.975,40;;
95997;95997;Junta del carter;Motor Renault / Peugeot D4D 1.0L /1.2L 16V - Peugeot 206 (2001/2005) / Clio (2001/2015) / Logan (2007/2015 / Sandero (2007/2015) / Twingo (2001/2002)/ Kangoo (2001/2005) - Álcool / Gasolina / Flex - Hi Flex / Hi Power;RENAULT;8.256,18;;
96000;96000;Junta del carter;Motor GM 2.0L 8/16 válvulas - Astra / Zafira / Vectra (con excepción de GSI) 1997 a 2004 - Motor GM 2.2L  8/16 válvulas MPFI - Vectra 1997 a 2005;GM;8.151,58;;
96020;96020;Junta del carter;VW motor EA111-1,6L 8V SOHCL4 -Vehiculos  FOX,GOL, GOLF,POLO,POLO SEDAN, SAVEIRO, SURAM,SPACE FOX, VOYAGE;VW;6.550,23;;
96029;96029;Junta del carter;Motor Cummins 6C / 6CT / 6CTA 8.3L - 6 Cilindros;CUMMINS;8.811,43;;
96032;96032;Junta  tapa de distribución;Motor Cummins 6C / 6CT / 6CTA 8.3L - 6 Cilindros;CUMMINS;19.932,34;;
96050;96050;Juego de juntas del carter;Motor MB OM 449 5 Cilindros;MB;9.688,55;;
96054;96054;Juego de juntas del carter;Motor MB OM 447 6 Cilindros;MB;5.994,99;;
96120;96120;Junta de la tapa de válvulas;Motor MB OM 447 6 Cilindros / OM 449 5 Cilindros;MB;2.148,54;;
96205;96205;Junta del carter;Motor Fiat E-torq 1.6/1.8L 16V.2010/... - Palio/Ideia/Grand Siena - Álcool / Gasolina / Flex;FIAT;23.448,85;;
96403;96403;Junta del carter;Motor TU3JP 1,4L 8V // Citroen C3 /Peugeot 206/207;PEUGEOT;8.811,43;;
96407;96407;Junta de la tapa de válvulas;Motor Renault K7M 1.6L 8V. 1996/... - Clio Hatch, Kangoo, Logan, Megane Hatch, Sandero, Symbol - Álcool / Gasolina / Flex;RENAULT;6.163,97;;
96745;96745;Junta de radiador de aceite;Motores serie C8,3L 12V 6C/6CT/6CTA;CUMMINS;3.468,24;;
96746;96746;Junta de radiador de aceite;Motores Serie B 3,9L 4B/4BT/4BTA;CUMMINS;3.154,41;;
96747;96747;Junta de radiador de aceite tapa;Motores serieB 5,9L 6B/6BT/6BTA;CUMMINS;2.880,81;;
96802;96802;Junta soporte filtro aceite  (goma );Motor mb om 904/924/906/926;MB;4.956,93;;
97018;97018;Junta de la bomba de aceite;Motor GM 1.0L / 1.4L / 1.6L / 1.8L 8/16 válvulas 1994/... - Motor Fiat 1.8L 8/16 válvulas 2003/...;GM;2.639,41;;
97705;97705;Junta cuerpo bomba agua (meyal goma);Motor MB OM 904/924/906/926;MB;5.504,12;;
48947F;98492;Junta de la bomba de agua;Motor MB OM 352A / 366 / 366A / 366LA;MB;11.998,03;;
99295;99295;Juego de juntas multiple de admisión;Motor MB OM 457 - 1938 / AXOR;MB;5.785,78;;
99407;99407;Junta multiple de escape;Motor Renault K7M 1.6L 8V. 1996/... - Clio Hatch, Kangoo, Logan, Megane Hatch, Sandero, Symbol - Álcool / Gasolina / Flex;RENAULT;3.854,50;;
99472;99472;Junta multiple de escape;Motor MB OM 447 6 Cilindros. / OM 449 5 Cilindros. / OM 457;MB;877,12;;
99514;99514;Junta de colector de admisión  ;Motor Sacnia  DC11/DC12-EURO 4 DC13 EURO 5 SERIE 6 6CIL. 24V. P/G/R/K-2012/...;SCANIA;7.153,76;;
48322F;99526;Junta multiple de escape;Motor MB OM 364 / 364A / 364LA 4 Cilindros. / OM 366 / 366A / 366LA 6 Cilindros.;MB;1.384,08;;
99572;99572;Junta multiple de escape;Motor Ford Zetec Rocam SOHC - 1.0L KA / Fiesta / Ecosport 2000/...;FORD;5.834,06;;
99573;99573;Junta multiple de escape;Motor Ford Zetec Rocam SOHC - 1.6L KA / Fiesta / Ecosport / Focus 2000/...;FORD;4.297,08;;
99593;99593;Junta de colector de escape metalica;CUMMINS motor ISC 8,3L 24 V ELECTRÓNICO ;CUMMINS;7.813,61;;
99904;99904;Juego de juntas multiple de admisión;Motor MB OM 904 / 924 A / LA - Eletronico;MB;4.731,61;;
99905;99905;Juego de juntas multiple de escape;Motor MB OM 904 / 924 A / LA - Eletronico;MB;12.440,61;;
99914;99914;Junta tapa de cilindros metalica SLS;Motor MB OM 904 / 904A / 904LA - Eletronico;MB;132.662,29;;
99916;99916;Junta tapa de cilindros metalica SLS;Motor MB OM 906 / 906A / 906LA - Eletronico;MB;183.132,85;;
99924;99924;Junta tapa de cilindros metalica SLS;MB OM 924 (metalica SLS);MB;154.010,88;;
99926;99926;Junta tapa de cilindros metalica SLS;MB OM 926 (metalica SLS);MB;192.209,83;;
99961;99961;Junta tapa de cilindros metalica SLS;Motor Scania DN / DS / DSC11 - HW 112 / 113;SCANIA;41.385,55;;
99971;99971;Junta tapa de cilindros metalica SLS;Motor MB OM 447 6 Cilindros / OM 449 5 Cilindros;MB;23.231,59;;
75000;75000;Junta liquida ( Silicona color negro );Motores  y transmisiones ;General;5.133,96;;
75100;75100;Junta liquida ( Silicona color gris );Motores  y transmisiones ;General;4.956,93;;
;;;;;;;
Los precios de la lista no incluyen IVA;;;;;;;
